бутт,8.540928740591251e-06
уття,2.196238819009179e-05
поча,0.0001964413610335988
очат,6.466703189304805e-05
чатк,5.978650118413876e-05
атку,5.490597047522947e-05
сотв,6.832742992473001e-05
отво,8.296902205145787e-05
твор,0.0003733605992315604
вори,0.001399492180779738
орив,0.0004917134689226107
небо,0.0001622776460712338
земл,0.002473208936739781
емлю,0.0007735641173621219
емля,0.00031845462875633093
пуст,0.001081037552023407
уста,0.0006210475327087067
поро,0.0007381802697225296
орож,0.00023548560670487307
рожн,7.686835866532126e-05
ожня,7.3207960633639295e-06
темр,7.686835866532126e-05
емря,7.686835866532126e-05
мряв,7.686835866532126e-05
рява,2.196238819009179e-05
безо,4.5144909057410904e-05
езод,4.392477638018358e-05
зодн,4.0264378348501616e-05
одне,0.00018546016693855288
днею,2.4402653544546433e-06
божи,0.00023548560670487307
ожий,0.00020132189174250806
ширя,8.540928740591251e-06
иряв,2.4402653544546433e-06
вода,0.00011347233898214091
одам,0.0002891714445028752
дами,0.00028307078111673863
сказ,0.0018607023327716656
каза,0.0023963405780744597
азав,0.001775293045365753
світ,0.0004941537342770653
вітл,0.00022206414725537253
ітло,0.00012079313504550484
наст,0.0003391968842691954
аста,0.0003269955574969222
стал,0.0007430608004314389
тало,0.00028307078111673863
поба,0.000492933601599838
обач,0.0005209966531760663
бачи,0.0009175397732749459
ачив,0.0004721913460869735
добр,0.0007088970854690739
обре,0.00025256746418605557
відд,0.0004673108153780642
ідді,8.296902205145787e-05
дділ,7.198782795641198e-05
діли,0.00021840374922369056
ілив,7.198782795641198e-05
ряви,1.8301990158409826e-05
назв,0.00015495685000786985
азва,0.00012079313504550484
звав,0.000140315257881142
ряву,1.7081857481182503e-05
вечі,4.392477638018358e-05
ечір,4.270464370295626e-05
рано,9.395021614650376e-05
анок,9.639048150095841e-05
перш,0.0003550586090731506
ерши,0.00017081857481182503
рший,0.00012201326772273217
посе,0.0002367057393821004
осер,0.0004331471004156992
сере,0.0003721404665543331
еред,0.0008516526087046705
твер,0.0003770209972632424
верд,0.00026232852560387416
ердь,8.540928740591251e-06
діля,2.4402653544546434e-05
іляє,6.1006633861366085e-06
зроб,0.0011676669721065469
роби,0.001347026475658963
обив,0.000629588461449298
ердю,1.2201326772273217e-05
алос,0.00031357409804742164
лося,0.00022328427993259986
друг,0.0003928827220671976
руги,0.0003428572823008774
угий,0.0001183528696910502
збер,0.00020132189174250806
беру,0.00010005087953264037
ерут,6.954756260195733e-05
руть,8.784955276036716e-05
утьс,0.0002501271988316009
ться,0.0029161170985732986
ебом,4.5144909057410904e-05
місц,0.0006173871346770248
ісце,0.00030625330198405775
зяви,9.517034882373109e-05
явит,8.662942008313984e-05
вить,0.0002537875968632829
итьс,0.0005807831543602051
суша,2.4402653544546433e-06
сушу,2.196238819009179e-05
збір,2.0742255512864467e-05
моря,0.00017081857481182503
орям,3.6603980316819647e-06
рями,6.710729724750269e-05
