книг,9.557789073582154e-05
нига,4.778894536791077e-05
бутт,1.2821424367000451e-05
уття,6.0610369734911217e-05
поча,0.0003578342982426489
очат,0.00010606814703609463
чатк,9.20811386357305e-05
атку,8.392205040218476e-05
утво,0.00014103566803700497
твор,0.000437094012511379
вори,0.0020094668735189795
орив,0.0005769640965150203
небо,0.00011772398736973141
земл,0.002723969885970914
емлю,0.0007937627267206643
емля,0.0003473440419423758
неви,6.760387393509329e-05
евид,2.3311680667273546e-06
видн,4.429219326781974e-05
идна,3.496752100091032e-06
пуст,0.0008916717855232131
усте,0.0003997953234437413
стел,0.0004359284284780153
тель,9.557789073582154e-05
ельн,8.042529830209374e-05
льна,1.0490256300273095e-05
моро,0.00012005515543645876
орок,0.0007110062603518432
пове,0.0007739477981534818
овер,0.0006911913317846607
верх,0.0001946525335717341
ерхн,6.64382899017296e-05
рхні,2.5642848734000902e-05
безо,5.4782449568092834e-05
езод,5.361686553472916e-05
зодн,5.245128150136548e-05
одні,0.0008310614157883019
божи,0.00017600318903791527
ожий,0.00018299669323809735
ширя,2.3311680667273546e-06
иряв,1.1655840333636773e-06
водо,0.00013054541173673187
одою,0.00013054541173673187
сказ,0.003865076654633954
каза,0.004440875167115611
азав,0.003478102755557213
світ,0.00039163623521019556
вітл,0.00019581811760509778
ітло,0.00011539281930300406
вчин,0.001491947562705507
чини,0.0020094668735189795
инил,0.00041961025201092385
нило,5.594803360145651e-05
илос,0.0004464186847782884
лося,0.0005513212477810194
поба,0.0005338374872805642
обач,0.0005350030713139279
бачи,0.0009616068275250338
ачив,0.0004895452940127445
гарн,7.576296216863903e-05
арне,2.214609663390987e-05
відд,0.0008473795922553934
ідді,0.00013054541173673187
дділ,0.00012122073946982243
діли,0.00021679863020564397
ілив,6.294153780163857e-05
піть,0.00011422723526964037
ітьм,0.00010606814703609463
тьми,3.7298689067637674e-05
назв,0.00017250643693782425
азва,0.00014103566803700497
звав,0.00010373697896936728
днем,1.2821424367000451e-05
тьму,1.6318176467091484e-05
нічч,3.496752100091032e-06
іччю,1.3987008400364128e-05
вечі,3.6133105034274e-05
ечір,3.496752100091032e-05
рано,6.876945796845696e-05
анок,7.110062603518431e-05
перш,0.000296058344474374
ерши,0.00027041549574037316
рший,0.00018532786130482469
твер,0.0002657531596069184
верд,0.0001433668361037323
ердь,5.8279201668183865e-06
посе,0.0001946525335717341
осер,0.00023195122263937177
сере,0.00022728888650591707
еред,0.0008065841510876647
діля,7.2266210068548e-05
іляє,5.8279201668183865e-06
воду,0.000144532420137096
ердю,4.662336133454709e-06
стал,0.00046390244527874354
тало,0.00018532786130482469
алос,0.00020747395793873456
