бутт,4.197765109855513e-06
початк,0.00010914189285624333
сотвор,0.00020988825549277565
бог,0.011333965796609885
неб,0.001292911653835498
земл,0.008122675487570417
пуст,0.0013474826002636195
порожн,6.71642417576882e-05
темряв,0.0002644592019208973
безодн,6.296647664783269e-05
дух,0.000990672565925901
бож,0.002749536146955361
ширяв,4.197765109855513e-06
вод,0.0014314379024607299
сказ,0.006267263309014281
світл,0.0005457094642812167
настал,8.395530219711026e-06
побач,0.0013852624862523192
добр,0.0019393674807532469
відділ,0.0002266793159321977
назв,0.0004365675714249733
ніч,0.001318098244494631
вечір,6.296647664783269e-05
ран,0.0003400189738982965
перш,0.0011417921098806996
посеред,0.0006128737060389049
твердь,2.0988825549277562e-05
відділяє,4.197765109855513e-06
зроб,0.0032196858392591786
тверд,0.00040298545054612923
стал,0.0007472021895542813
друг,0.0012299451771876652
збер,0.0002854480274701749
одн,0.0016916993392717718
місц,0.0020275205480602128
зяв,0.0002938435576898859
суш,8.815306730696577e-05
збір,2.0988825549277562e-05
мор,0.001284516123615787
зрост,7.136200686754372e-05
рослин,4.1977651098555125e-05
трав,0.00019309719505335358
розсів,3.7779885988699614e-05
нас,0.00012593295329566537
плод,0.0003903921552165627
дерев,0.0009780792705963346
род,0.001704292634601338
насінн,2.5186590659133077e-05
вивел,7.975753708725475e-05
трет,0.00024347037637161974
світ,0.000516325108512228
небесн,0.0002980413227997414
відділят,1.2593295329566538e-05
ноч,0.00038199662499685164
знак,0.00038199662499685164
пір,3.7779885988699614e-05
рок,0.0008353552568612471
дн,0.0007975753708725474
р,0.0015825574464155283
освітлюв,1.679106043942205e-05
дв,0.000499534048072806
велик,0.0027873160329440604
більш,0.0023255618708599543
пр,0.0010578368076835892
менш,0.00013852624862523193
нічч,2.5186590659133077e-05
зор,0.0001595150741745095
приміст,1.679106043942205e-05
четверт,0.00030643685301945243
закиш,4.197765109855513e-06
жив,0.0018931920645448362
створінн,2.5186590659133077e-05
птаств,0.00018470166483364257
літ,0.00023927261126176422
попід,4.1977651098555125e-05
морськ,0.00017210836950407602
потвор,2.0988825549277562e-05
всіляк,5.876871153797718e-05
створ,0.000319030148349019
повз,7.975753708725475e-05
киш,8.395530219711026e-06
крилат,2.0988825549277562e-05
благосл,0.0008227619615316805
каж,0.0036772422362334294
будьт,0.00012173518818580987
плід,0.00023087708104205321
множт,1.679106043942205e-05
наповняйт,8.395530219711026e-06
множ,0.00011333965796609885
пят,0.00020569049038292013
вивед,0.00027705249725046386
скотин,0.0005876871153797717
плазун,5.4570946428121665e-05
дик,0.00024347037637161974
звір,0.0005708960549403498
земн,0.00014692177884494294
сотворім,4.197765109855513e-06
людин,0.0008479485521908136
образ,6.71642417576882e-05
наш,0.001351680365373475
подоб,0.00020569049038292013
панує,4.617541620841064e-05
риб,0.0001301307184055209
скот,0.00027285473214060834
усім,0.0005373139340615056
чоловік,0.003408585269202676
жінк,0.0023129685755303876
підпорядковуйт,4.197765109855513e-06
пануйт,4.197765109855513e-06
усяк,0.0004365675714249733
рух,4.617541620841064e-05
д,0.0005960826455994828
вс,0.0008437507870809581
всяк,0.0007430044244444258
принос,0.0008143664313119695
пожив,0.00012593295329566537
всь,0.000801773135982403
душ,0.001523788734877551
зелень,2.938435576898859e-05
тр,0.0012131541167482432
дуж,0.00027285473214060834
шост,0.00013852624862523193
закінч,0.00012593295329566537
оздоб,5.0373181318266154e-05
сь,0.0003610077994475741
діл,0.0009696837403766234
твор,0.00032742567856873
споч,0.00027285473214060834
усь,0.0008815306730696577
